code,label,level,type,severity,message
24.03.01,Direitos e Políticas LGBTQIA+,L3,too_short,ALTO,Descrição muito curta: 12 palavras (mínimo: 30)
24.03.01,Direitos e Políticas LGBTQIA+,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 12 palavras (recomendado: 30-100)
24.03.02,Saúde LGBTQIA+,L3,too_short,ALTO,Descrição muito curta: 17 palavras (mínimo: 30)
24.03.02,Saúde LGBTQIA+,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 17 palavras (recomendado: 30-100)
24.03.03,Combate à Discriminação,L3,too_short,ALTO,Descrição muito curta: 12 palavras (mínimo: 30)
24.03.03,Combate à Discriminação,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 12 palavras (recomendado: 30-100)
24.03.04,Visibilidade e Inclusão,L3,too_short,ALTO,Descrição muito curta: 12 palavras (mínimo: 30)
24.03.04,Visibilidade e Inclusão,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 12 palavras (recomendado: 30-100)
24.04.01,Quilombolas,L3,too_short,ALTO,Descrição muito curta: 13 palavras (mínimo: 30)
24.04.01,Quilombolas,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 13 palavras (recomendado: 30-100)
24.04.02,Povos Ribeirinhos,L3,too_short,ALTO,Descrição muito curta: 11 palavras (mínimo: 30)
24.04.02,Povos Ribeirinhos,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 11 palavras (recomendado: 30-100)
24.04.03,Povos de Terreiro,L3,too_short,ALTO,Descrição muito curta: 15 palavras (mínimo: 30)
24.04.03,Povos de Terreiro,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 15 palavras (recomendado: 30-100)
24.04.04,Preservação Cultural e Patrimônio,L3,too_short,ALTO,Descrição muito curta: 14 palavras (mínimo: 30)
24.04.04,Preservação Cultural e Patrimônio,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 14 palavras (recomendado: 30-100)
24.04.05,Acesso a Recursos Naturais,L3,too_short,ALTO,Descrição muito curta: 15 palavras (mínimo: 30)
24.04.05,Acesso a Recursos Naturais,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 15 palavras (recomendado: 30-100)
24.05.01,Acessibilidade e Inclusão,L3,too_short,ALTO,Descrição muito curta: 12 palavras (mínimo: 30)
24.05.01,Acessibilidade e Inclusão,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 12 palavras (recomendado: 30-100)
24.05.02,Saúde e Reabilitação,L3,too_short,ALTO,Descrição muito curta: 16 palavras (mínimo: 30)
24.05.02,Saúde e Reabilitação,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 16 palavras (recomendado: 30-100)
24.05.03,Inclusão no Mercado de Trabalho,L3,too_short,ALTO,Descrição muito curta: 14 palavras (mínimo: 30)
24.05.03,Inclusão no Mercado de Trabalho,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 14 palavras (recomendado: 30-100)
24.05.04,Direitos e Políticas Públicas para Deficientes,L3,too_short,ALTO,Descrição muito curta: 12 palavras (mínimo: 30)
24.05.04,Direitos e Políticas Públicas para Deficientes,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 12 palavras (recomendado: 30-100)
25,Habitação e Urbanismo,L1,too_short,ALTO,Descrição muito curta: 18 palavras (mínimo: 30)
25,Habitação e Urbanismo,L1,below_recommended,BAIXO,Abaixo do recomendado para L1: 18 palavras (recomendado: 80-200)
25.01.01,Minha Casa Minha Vida,L3,too_short,ALTO,Descrição muito curta: 14 palavras (mínimo: 30)
25.01.01,Minha Casa Minha Vida,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 14 palavras (recomendado: 30-100)
25.01.02,Parcerias Público-Privadas em Habitação,L3,too_short,ALTO,Descrição muito curta: 11 palavras (mínimo: 30)
25.01.02,Parcerias Público-Privadas em Habitação,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 11 palavras (recomendado: 30-100)
25.01.03,Financiamento Habitacional,L3,too_short,ALTO,Descrição muito curta: 17 palavras (mínimo: 30)
25.01.03,Financiamento Habitacional,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 17 palavras (recomendado: 30-100)
25.01.04,Regularização Fundiária,L3,too_short,ALTO,Descrição muito curta: 11 palavras (mínimo: 30)
25.01.04,Regularização Fundiária,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 11 palavras (recomendado: 30-100)
25.01.05,Moradia de Interesse Social,L3,too_short,ALTO,Descrição muito curta: 11 palavras (mínimo: 30)
25.01.05,Moradia de Interesse Social,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 11 palavras (recomendado: 30-100)
25.02.01,Zoneamento Urbano,L3,too_short,ALTO,Descrição muito curta: 14 palavras (mínimo: 30)
25.02.01,Zoneamento Urbano,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 14 palavras (recomendado: 30-100)
25.02.02,Uso e Ocupação do Solo,L3,too_short,ALTO,Descrição muito curta: 10 palavras (mínimo: 30)
25.02.02,Uso e Ocupação do Solo,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 10 palavras (recomendado: 30-100)
25.02.03,Áreas de Preservação e Espaços Verdes,L3,too_short,ALTO,Descrição muito curta: 14 palavras (mínimo: 30)
25.02.03,Áreas de Preservação e Espaços Verdes,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 14 palavras (recomendado: 30-100)
25.02.04,Licenciamento Urbano,L3,too_short,ALTO,Descrição muito curta: 14 palavras (mínimo: 30)
25.02.04,Licenciamento Urbano,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 14 palavras (recomendado: 30-100)
25.03.01,Abastecimento de Água,L3,too_short,ALTO,Descrição muito curta: 12 palavras (mínimo: 30)
25.03.01,Abastecimento de Água,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 12 palavras (recomendado: 30-100)
25.03.02,Coleta e Tratamento de Esgoto,L3,too_short,ALTO,Descrição muito curta: 11 palavras (mínimo: 30)
25.03.02,Coleta e Tratamento de Esgoto,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 11 palavras (recomendado: 30-100)
25.03.03,Gestão de Resíduos Sólidos,L3,too_short,ALTO,Descrição muito curta: 10 palavras (mínimo: 30)
25.03.03,Gestão de Resíduos Sólidos,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 10 palavras (recomendado: 30-100)
25.03.04,Drenagem Urbana,L3,too_short,ALTO,Descrição muito curta: 14 palavras (mínimo: 30)
25.03.04,Drenagem Urbana,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 14 palavras (recomendado: 30-100)
25.03.05,Saneamento Rural,L3,too_short,ALTO,Descrição muito curta: 12 palavras (mínimo: 30)
25.03.05,Saneamento Rural,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 12 palavras (recomendado: 30-100)
25.04.01,Revitalização de Áreas Urbanas,L3,too_short,ALTO,Descrição muito curta: 12 palavras (mínimo: 30)
25.04.01,Revitalização de Áreas Urbanas,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 12 palavras (recomendado: 30-100)
25.04.02,Sustentabilidade Urbana,L3,too_short,ALTO,Descrição muito curta: 11 palavras (mínimo: 30)
25.04.02,Sustentabilidade Urbana,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 11 palavras (recomendado: 30-100)
25.04.03,Projetos de Reurbanização,L3,too_short,ALTO,Descrição muito curta: 12 palavras (mínimo: 30)
25.04.03,Projetos de Reurbanização,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 12 palavras (recomendado: 30-100)
25.04.04,Parcerias para Desenvolvimento Local,L3,too_short,ALTO,Descrição muito curta: 13 palavras (mínimo: 30)
25.04.04,Parcerias para Desenvolvimento Local,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 13 palavras (recomendado: 30-100)
25.04.05,Governança Metropolitana,L3,too_short,ALTO,Descrição muito curta: 13 palavras (mínimo: 30)
25.04.05,Governança Metropolitana,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 13 palavras (recomendado: 30-100)
25.05.01,Obras Públicas e Infraestrutura Viária,L3,too_short,ALTO,Descrição muito curta: 12 palavras (mínimo: 30)
25.05.01,Obras Públicas e Infraestrutura Viária,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 12 palavras (recomendado: 30-100)
25.05.02,Iluminação Pública,L3,too_short,ALTO,Descrição muito curta: 10 palavras (mínimo: 30)
25.05.02,Iluminação Pública,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 10 palavras (recomendado: 30-100)
25.05.03,"Equipamentos Urbanos (praças, parques)",L3,too_short,ALTO,Descrição muito curta: 15 palavras (mínimo: 30)
25.05.03,"Equipamentos Urbanos (praças, parques)",L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 15 palavras (recomendado: 30-100)
25.05.04,Acessibilidade Urbana,L3,too_short,ALTO,Descrição muito curta: 14 palavras (mínimo: 30)
25.05.04,Acessibilidade Urbana,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 14 palavras (recomendado: 30-100)
25.05.05,Conservação e Manutenção Urbana,L3,too_short,ALTO,Descrição muito curta: 15 palavras (mínimo: 30)
25.05.05,Conservação e Manutenção Urbana,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 15 palavras (recomendado: 30-100)
